Trace,
307075.8745,1
313352.3398,1
298265.8648,1
298418.1399,1
301524.9833,1
158515.2646,0
139375.9039,0
214480.5934,0
228520.5744,0
216987.6027,0
266550.1523,1
326736.1435,1
304346.917,1
293287.998,1
303361.0007,1
300477.8973,1
300208.9234,1
301353.1439,1
301387.2538,1
302909.1303,1
301809.3275,1
299637.8893,1
302700.6167,1
299010.8136,1
299854.7623,1
296031.6858,1
197277.9689,0
171245.0127,0
226211.2004,0
230767.4748,0
220414.3384,0
296603.3912,1
327230.6355,1
300886.6101,1
295408.4142,1
299763.923,1
300020.9745,1
300721.0156,1
303004.5655,1
300667.9451,1
304631.6243,1
300198.7852,1
297264.9334,1
298985.0193,1
300715.118,1
301351.8761,1
300063.1685,1
304632.0979,1
303206.9736,1
297805.4128,1
304260.7617,1
295409.8799,1
195004.808,0
183068.5654,0
228074.1663,0
226825.1096,0
215671.5564,0
296464.3116,1
330411.6771,1
299104.0347,1
294622.8301,1
301599.3103,1
301827.8702,1
299013.6009,1
301735.8416,1
302337.1236,1
301708.0689,1
212789.8796,0
107428.5876,0
204512.2823,0
236811.935,0
222251.9076,0
233529.73,0
315992.0391,1
319493.1277,1
295965.8034,1
296075.4884,1
299624.6399,1
303535.0779,1
301513.9802,1
298383.7061,1
301996.4989,1
299274.9167,1
147779.5123,0
133738.1383,0
228965.4608,0
230952.9436,0
213356.465,0
270070.9442,1
329125.9303,1
306249.4732,1
292447.3654,1
300064.7642,1
303701.4341,1
303131.0285,1
300166.8422,1
300065.3142,1
301183.8768,1
302600.2888,1
301230.7998,1
300320.2172,1
300706.2581,1
298208.2911,1
298527.8676,1
301031.7658,1
306579.3353,1
301387.6953,1
299027.3399,1
302438.3545,1
234448.3339,0
166746.6495,0
220873.8488,0
231209.4854,0
214718.4429,0
268181.6714,1
330972.0031,1
309622.2872,1
292024.2942,1
299695.8752,1
302697.8996,1
301093.0932,1
302449.8728,1
298071.379,1
303920.3709,1
261745.4586,1
104393.5479,0
174302.5689,0
241634.761,0
223586.8467,0
217152.2947,0
300844.4398,1
326948.331,1
298818.0432,1
296271.358,1
301253.0093,1
302471.4609,1
301910.3631,1
299955.2589,1
301968.3945,1
299876.1195,1
196977.4461,0
112852.4343,0
210585.0925,0
235355.9713,0
218156.7148,0
247425.3557,0
326733.2325,1
311000.6534,1
292443.2459,1
299192.9191,1
301375.2276,1
300770.8473,1
303391.2242,1
301286.0386,1
298921.4721,1
303015.2628,1
300091.2542,1
301036.7604,1
300672.7187,1
299793.2126,1
300017.2468,1
302796.154,1
298052.1328,1
303911.1678,1
304696.557,1
302037.3881,1
271553.8519,1
164220.5158,0
208403.6308,0
229918.822,0
219026.4024,0
244206.5539,0
326071.1246,1
313950.9054,1
293207.7381,1
297555.4157,1
302234.298,1
300672.9749,1
301371.2387,1
301839.1868,1
301849.4515,1
292939.0681,1
132941.9697,0
143282.8596,0
230585.3778,0
233058.6124,0
215514.4573,0
273113.5501,1
327213.2181,1
306055.2856,1
293434.9684,1
300152.7933,1
303550.1288,1
300883.2844,1
300147.166,1
301001.9423,1
300299.9833,1
244516.9692,0
108746.7855,0
183579.1389,0
237035.1504,0
222278.1216,0
225208.7771,0
314561.9124,1
320908.0488,1
297014.5922,1
298610.9719,1
298568.3615,1
301381.5333,1
300809.7237,1
300857.6811,1
300163.5223,1
303619.3075,1
302184.0607,1
300794.9924,1
300182.3349,1
301517.973,1
299731.2163,1
299433.2416,1
301053.8051,1
302306.9756,1
302431.8192,1
301541.658,1
284096.3803,1
171981.0249,0
202237.9841,0
230529.2625,0
221073.7874,0
225612.3757,0
309218.6171,1
323257.6809,1
300589.6281,1
297797.9538,1
298599.2993,1
298219.8626,1
301173.2593,1
303123.2048,1
304768.3305,1
300301.5212,1
179565.2108,0
116993.0051,0
218002.6447,0
235953.023,0
217323.9531,0
259796.3653,1
328387.3855,1
309305.8941,1
293683.3852,1
298241.9678,1
302679.5125,1
302645.5358,1
298563.6284,1
300965.3776,1
302175.9972,1
284219.454,1
123667.4558,0
153870.5887,0
235117.5585,0
229920.6139,0
213538.0196,0
288410.3174,1
327398.0487,1
301388.9169,1
294792.6254,1
299939.6985,1
302558.9534,1
300199.7109,1
300901.9823,1
303078.041,1
300848.0606,1
226072.1923,0
105205.7016,0
194171.6749,0
237933.9469,0
221277.4095,0
211906.5578,0
213859.0603,0
214709.0394,0
213707.1433,0
212401.9079,0
219608.2318,0
293969.6825,1
317637.4131,1
300390.3599,1
296766.9806,1
299430.6806,1
164854.4879,0
141418.3444,0
213584.9064,0
225935.2158,0
211996.952,0
210776.2914,0
213798.942,0
211386.7578,0
211684.6347,0
212435.0624,0
210863.2935,0
210340.783,0
211844.5176,0
208864.2366,0
209255.4038,0
230331.9263,0
307331.9423,1
313925.6963,1
296932.3274,1
296767.6727,1
301023.9628,1
302191.0246,1
301933.2568,1
302082.5414,1
300042.1802,1
301895.4198,1
107119.1583,0
86092.51407,0
216931.5207,0
235607.3722,0
213057.0471,0
213373.5459,0
211800.7352,0
211985.6715,0
215014.933,0
209179.6638,0
237427.9424,0
314870.6239,1
313018.9766,1
297589.0977,1
296899.1227,1
303622.8213,1
299196.7187,1
301677.3153,1
301281.2939,1
302004.9974,1
287242.3668,1
69294.86247,0
120358.1508,0
231984.5385,0
232720.7619,0
213260.2011,0
208752.7692,0
214499.1442,0
212761.8929,0
211386.5402,0
211410.3864,0
212210.8518,0
208674.6444,0
211903.1602,0
210908.9805,0
211986.8852,0
235837.0015,0
311334.8164,1
311290.2959,1
298006.3151,1
298266.5075,1
268603.5377,1
134394.0138,0
164919.7114,0
223839.5746,0
221632.6592,0
218921.944,0
288636.7034,1
319812.6981,1
298763.7702,1
295520.4851,1
303816.0943,1
301026.135,1
301195.1177,1
298052.4631,1
302151.3576,1
303203.4613,1
148660.7349,0
62269.96838,0
199395.2179,0
242674.4214,0
218434.8228,0
210931.2123,0
213210.9083,0
212245.7334,0
211932.9771,0
212705.2346,0
228100.6203,0
305938.3147,1
315645.944,1
298653.7326,1
298548.5564,1
293780.1711,1
156309.2513,0
146470.7719,0
215594.0186,0
226371.3539,0
211690.9626,0
212300.8595,0
211555.7549,0
213092.9865,0
212351.5284,0
208403.688,0
211504.6174,0
211278.6691,0
211009.0262,0
210846.0773,0
210609.1588,0
210455.5761,0
209264.4526,0
210444.7539,0
212567.1023,0
209732.897,0
209098.6281,0
209949.8764,0
210782.1207,0
209779.7533,0
211779.4338,0
212110.3944,0
280905.947,1
320430.0547,1
302198.9937,1
295315.3364,1
300410.9848,1
302109.7504,1
303313.3233,1
301278.5751,1
298805.7665,1
300502.9128,1
302750.9259,1
303726.6434,1
301579.5457,1
299646.55,1
301714.3097,1
211597.6091,0
39416.57905,0
176004.6546,0
247343.8576,0
222821.1239,0
209988.5944,0
214684.7949,0
213065.3379,0
211028.2852,0
212264.8679,0
219776.8832,0
289671.3123,1
319435.8433,1
301143.8246,1
295393.8362,1
301929.3906,1
301848.6633,1
298276.3044,1
301948.7641,1
303739.8046,1
301303.5435,1
299502.0479,1
299927.7217,1
303041.2148,1
305514.146,1
299299.3218,1
299166.9042,1
301963.7592,1
299185.2409,1
299743.9583,1
301807.445,1
293059.747,1
195414.8938,0
178963.8875,0
230204.7943,0
226101.4381,0
218148.5149,0
296616.8044,1
325464.9355,1
301141.8751,1
297032.3894,1
299423.4151,1
197071.6735,0
117065.0966,0
205570.5721,0
231723.0725,0
217536.9418,0
253113.4993,1
325230.3187,1
308548.7408,1
297104.9963,1
300421.1295,1
300501.1339,1
300783.8463,1
299896.2509,1
302085.4293,1
299315.2628,1
285682.3585,1
58399.83541,0
122192.0279,0
239475.2835,0
232144.8476,0
211996.9573,0
211967.9924,0
212366.2486,0
216276.5946,0
212288.7232,0
212525.7562,0
260931.9015,1
319860.476,1
307353.3035,1
296537.5645,1
298505.2315,1
221104.6792,0
123657.8167,0
193547.6793,0
228853.8646,0
214500.3677,0
213007.4611,0
210269.1323,0
212533.788,0
211725.4042,0
211731.2635,0
212962.5471,0
212312.8286,0
207645.4372,0
211018.2951,0
211093.8331,0
211581.6342,0
277064.9067,1
315980.0846,1
303308.8143,1
298209.2076,1
298359.8065,1
301344.1123,1
302742.1357,1
301863.6044,1
301277.2246,1
300001.0729,1
178885.261,0
56256.92558,0
187810.3534,0
242036.2147,0
217911.4251,0
228301.7349,0
311791.5905,1
316953.2836,1
298037.7624,1
299531.6222,1
299676.7821,1
298379.4406,1
301953.1628,1
303477.4698,1
301833.1431,1
299157.2333,1
84820.09366,0
95203.97579,0
228257.6823,0
237860.1425,0
212939.3238,0
262883.4668,1
331127.9266,1
306228.7305,1
293611.5829,1
297704.4489,1
243107.3892,0
120727.8134,0
179817.389,0
231731.417,0
220477.8756,0
230876.0233,0
310704.77,1
317040.8517,1
300886.2963,1
296350.025,1
294106.0608,1
153775.8861,0
140972.2454,0
220438.4695,0
228746.1243,0
213979.433,0
274805.2932,1
324252.9483,1
304838.4075,1
296476.8266,1
299948.5361,1
214791.8372,0
121365.5977,0
195664.8644,0
227543.0834,0
220002.838,0
237811.0505,0
319424.2749,1
313911.7902,1
294508.2361,1
299235.6121,1
268016.9044,1
127201.8777,0
168693.6623,0
225785.8868,0
221388.5706,0
216625.9391,0
294594.9821,1
323931.8718,1
298304.01,1
295681.8445,1
299927.0955,1
301477.5613,1
301910.1186,1
300034.4364,1
301387.1883,1
299899.7395,1
146689.5463,0
62664.27493,0
205936.6839,0
238259.9432,0
217436.2007,0
213069.1062,0
213560.6813,0
213912.2565,0
212571.7469,0
211043.6954,0
228196.3827,0
306640.8811,1
314959.9542,1
297132.2845,1
296912.6669,1
